Unnamed: 0,initial_price,time_steps,network_type,number_of_traders,percent_fund,percent_chartist,percent_rational,percent_risky,high_lookback,low_lookback,high_risk,low_risk,new_node_edges,connection_probability,mu,beta,alpha_w,alpha_O,alpha_p,No. of crashes,Drop magnitude list
0.0,0,2000,barabasi,150,0.5,0.5,0.5,0.8,10,1,0.5,0.1,5,0.5,0.01,1,2668,2.1,0,0.0,
,0,2000,barabasi,150,0.5,0.5,0.5,0.1,10,1,0.5,0.1,5,0.5,0.01,1,2668,2.1,0,2.0,"[-0.037959771213710525, -0.05420207329572438, -0.06774887062176917, -0.040280950866385556, -0.0854842401598975, -0.0605707382240675, -0.05842681657485943, -0.06462947881557982, -0.045824211553112844, -0.042136105487069905, -0.05386397850596511, -0.048380720567639035, -0.04615413506515231, -0.03895487274559209, -0.04093338352396925, -0.08318147818824206, -0.05136903952013683, -0.06036641940687916, -0.06022236733184452, -0.05104263787118239, -0.050773728882114344, -0.04336901349573874, -0.06414505745230165, -0.05699140383311155, -0.06983945785060239, -0.045251045115559385, -0.051198213116363966, -0.04424004060533478, -0.05252531371323069, -0.0456741773988804]"
,0,2000,barabasi,150,0.5,0.5,0.5,0.9,10,1,0.5,0.1,5,0.5,0.01,1,2668,2.1,0,2.0,"[-0.04563057576506664, -0.060267978381950055, -0.04793793515808356, -0.0454397541530234, -0.06430025155887006, -0.06417706068680284, -0.056827217847429945, -0.04706921384221378, -0.07077261382338837, -0.05959129777132045, -0.05012623429364303, -0.05307505940066257, -0.04689047665562224, -0.05118096888843708, -0.03516236590728153, -0.04868550314512232, -0.062362546013744996, -0.03556261186631329, -0.044789517882067954, -0.04879910700122733, -0.04502889384844845, -0.02909240130682933, -0.04254048432754616, -0.051460361298824975, -0.04253299825072987, -0.04595545201297474, -0.08016015501053182, -0.040093158793111094, -0.05351187376184695, -0.04966936252199128]"
